# # synthetic data, strain SS_hoop
-3.2	-597.831	91.9421
-3.4	-704.533	74.647
-3.6	-665.26	53.8101
-3.8	-678.719	43.0019
-4	-627.233	37.8549
-4.2	-515.215	37.0855
-4.4	-391.502	38.2129
-4.6	-232.156	38.2512
-4.8	-65.638	39.3734
-5	128.974	36.8094
-5.2	238.693	37.002
-5.4	307.769	36.3459
-5.6	333.275	42.7837
-5.8	202.887	38.0632
-6	153.042	35.9233
-6.2	89.4802	36.7094
-6.4	66.16	33.1091
-6.6	33.0723	36.6124
-6.8	33.5744	42.5467
-7	-16.1136	40.9477
-7.2	-53.7757	42.0624
-7.4	-60.8694	37.4833
-7.6	-134.321	41.2692
-7.8	-183.588	38.7915
-8	-300.787	44.6071
-8.2	-393.823	54.1814
-8.4	-547.916	72.1322
-8.6	-523.417	91.9505
-8.8	-489.846	91.9331
