# # synthetic data, strain SS_axi
-3.2	-692.202	92.5272
-3.4	-730.38	70.6961
-3.6	-587.524	56.5548
-3.8	-612.014	50.9777
-4	-550.046	43.8205
-4.2	-437.647	40.3837
-4.4	-294.205	47.7976
-4.6	-100.456	48.015
-4.8	34.2099	40.2465
-5	180.613	49.0499
-5.2	247.021	37.4018
-5.4	274.534	42.9603
-5.6	237.759	42.2155
-5.8	177.77	33.1202
-6	151.379	44.4594
-6.2	112.93	38.6506
-6.4	67.3546	46.824
-6.6	49.6043	46.6592
-6.8	40.4652	43.3437
-7	-4.2248	39.026
-7.2	-26.2284	42.9789
-7.4	-55.591	37.8991
-7.6	-156.755	41.9518
-7.8	-187.891	43.7691
-8	-281.726	47.6496
-8.2	-370.467	59.7667
-8.4	-503.439	81.8697
-8.6	-375.088	92.4838
-8.8	-346.509	92.4705
