# # synthetic data, strain SS_rad
-3.2	-210.901	89.7044
-3.4	26.0509	89.7204
-3.6	11.0823	80.2338
-3.8	75.7219	63.3705
-4	112.918	53.3024
-4.2	157.311	48.2388
-4.4	122.937	43.0008
-4.6	2.81888	44.2054
-4.8	-83.2566	42.6163
-5	-191.92	41.1643
-5.2	-234.338	41.5781
-5.4	-307.118	40.9822
-5.6	-308.758	39.7179
-5.8	-228.734	47.3555
-6	-225.162	42.4245
-6.2	-217.337	48.101
-6.4	-141.134	35.678
-6.6	-106.811	39.9837
-6.8	-120.142	49.6961
-7	-68.3905	49.6475
-7.2	-21.3812	46.5932
-7.4	24.4564	45.1783
-7.6	188.988	41.6538
-7.8	279.504	48.0082
-8	447.565	41.8909
-8.2	620.654	48.9166
-8.4	838.114	61.7079
-8.6	786.024	87.819
-8.8	1073.26	89.7158
