# # synthetic data, intensity SS_hoop
-3.2	637.254	1.18079
-3.4	1494.77	1.77294
-3.6	2881.18	2.48914
-3.8	4781.54	2.92378
-4	6778.16	3.56222
-4.2	8343.82	4.33854
-4.4	9277.65	4.87083
-4.6	10111.4	4.98235
-4.8	9904.42	5.15324
-5	9765.04	4.71887
-5.2	9486.51	4.66235
-5.4	8797.42	4.41997
-5.6	8824.05	5.41359
-5.8	8245	4.5937
-6	8397.65	4.0942
-6.2	8394.27	4.27587
-6.4	8377.03	3.17958
-6.6	8640.37	4.35602
-6.8	8975.2	5.41535
-7	8951.41	5.20111
-7.2	8793.99	5.34481
-7.4	8353.19	4.46554
-7.6	7506	4.87422
-7.8	5967.07	3.35109
-8	4503.09	3.16662
-8.2	2906.19	2.49287
-8.4	1642.83	1.60536
-8.6	735.482	1.36797
-8.8	255.91	0.732178
