# # synthetic data, intensity B_rad
-3.5	190.316	1.54658
-3.7	749.261	2.93716
-3.9	1666.84	3.18932
-4.1	2886.85	6.45284
-4.3	3766.13	5.2967
-4.5	4516.67	6.95555
-4.7	4963.5	8.20277
-4.9	5249.3	8.94454
-5.1	5434.61	6.72102
-5.3	5747.55	9.23592
-5.5	6056.01	8.30525
-5.7	6353.74	6.99028
-5.9	6831.72	7.62372
-6.1	7134.51	8.19047
-6.3	7376.23	8.69131
-6.5	7851.66	9.15192
-6.7	8423.31	10.4521
-6.9	8693.2	10.0714
-7.1	9104.42	8.58554
-7.3	9801.09	9.60641
-7.5	9980.72	9.49833
-7.7	9040.68	11.5517
-7.9	7028.37	7.57133
-8.1	4189.93	6.77182
-8.3	1802.71	5.20412
-8.5	500.127	2.85332
