# # synthetic data, strain B_axi
-3.5	-1120.33	98.514
-3.7	-1205.55	73.0923
-3.9	-1129.97	69.3238
-4.1	-999.055	91.6855
-4.3	-753.568	86.6564
-4.5	-428.346	109.564
-4.7	-128.303	73.2679
-4.9	152.253	132.828
-5.1	279.701	84.2926
-5.3	334.444	112.499
-5.5	307.928	71.4031
-5.7	230.804	97.6325
-5.9	182.085	111.387
-6.1	119.873	118.557
-6.3	71.8498	76.398
-6.5	20.1959	123.975
-6.7	20.8333	120.093
-6.9	9.40891	124.937
-7.1	-7.6982	114.131
-7.3	-58.4775	125.412
-7.5	37.7299	133.916
-7.7	25.4853	97.9755
-7.9	-19.1964	71.1247
-8.1	23.6169	59.7862
-8.3	-4.51516	85.8372
-8.5	91.4712	97.7398
