# # synthetic data, intensity SS_axi
-3.2	956.284	1.80549
-3.4	1720.72	2.49344
-3.6	2817.49	3.58799
-3.8	4030.98	4.74268
-4	5541.26	4.35396
-4.2	6622.8	4.34162
-4.4	7586.82	5.85401
-4.6	8315.91	5.98259
-4.8	9051.34	5.07532
-5	9168.37	6.19424
-5.2	9192.22	4.67647
-5.4	9504.78	5.5509
-5.6	9809.4	5.49964
-5.8	9889.8	3.8931
-6	9964.18	5.78659
-6.2	9870.52	4.99943
-6.4	9923.72	6.04747
-6.6	10057.4	6.02701
-6.8	9948.5	5.64467
-7	9885.66	5.03787
-7.2	9079.13	5.48522
-7.4	8327.19	4.51481
-7.6	7066.66	4.83109
-7.8	5705.12	4.40945
-8	3980.98	3.33146
-8.2	2513.49	2.5918
-8.4	1240.95	1.74199
-8.6	527.241	1.27002
-8.8	175.245	0.599137
