-5.992	330.07	6.28
-5.792	504.34	3.17
-5.591	713.90	9.07
-5.392	929.99	10.27
-5.191	1159.37	11.40
-4.992	1383.51	12.47
-4.791	1554.93	13.19
-4.591	1713.94	13.86
-4.392	1826.03	14.31
-4.191	1873.15	14.35
-3.992	1877.36	14.49
-3.791	1809.67	14.31
-3.591	1731.65	14.04
-3.392	1647.90	13.69
-3.191	1496.08	13.11
-2.991	1402.25	12.75
-2.792	1280.80	12.20
-2.289	1064.74	11.19
-1.792	877.68	10.17
-1.289	718.95	9.32
-0.791	605.21	8.68
-0.289	521.47	8.00
0.208	426.00	7.42
0.711	376.54	6.98
1.209	293.06	6.16
1.410	296.80	6.32
1.609	267.08	5.97
1.809	248.14	5.85
2.009	244.54	5.81
2.208	217.42	5.42
2.409	199.10	5.14
2.610	194.74	5.15
2.809	180.73	5.02
3.008	163.27	4.78
3.208	157.82	4.74
3.409	145.24	4.57
3.609	127.52	4.32
3.809	120.26	4.06
4.009	112.87	4.08
4.209	94.80	3.80
4.409	81.03	3.59
4.608	72.19	3.40
4.809	52.95	3.00
5.009	42.76	2.69
5.210	35.96	2.57
5.409	25.42	2.21
5.610	11.71	1.61
5.809	8.18	1.67
6.009	14.64	2.49
6.208	24.05	8.38

