-6.591	11.63301	1.25409
-6.39193	14.78632	1.11772
-6.19196	26.51289	1.59525
-5.991	42.83103	1.82904
-5.791	60.23881	1.27495
-5.592	84.77786	3.46898
-5.392	101.59242	3.76684
-5.192	112.59566	3.96339
-4.991	148.11666	4.38199
-4.79141	171.10596	4.67131
-4.59	177.67711	4.78165
-4.391	186.08451	4.91705
-4.191	209.0473	5.13951
-3.992	200.40714	5.07112
-3.792	207.07652	5.23251
-3.289	208.64546	5.18314
-2.792	213.55946	5.33593
-2.28896	199.17668	5.12657
-1.791	203.584	5.19728
-1.289	201.04851	5.27053
-0.791	202.96131	5.19257
-0.29	199.6227	5.16322
0.209	206.5138	5.29859
0.711	208.73082	5.24513
1.20904	217.01431	5.35168
1.41	209.74882	5.22679
1.609	226.28009	5.37607
1.809	212.37927	5.34436
2.008	222.0083	5.43834
2.209	219.34829	5.42311
2.409	216.60156	5.2792
2.6081	217.23111	5.32184
2.809	219.52655	5.32703
3.008	214.42366	5.27107
3.20703	217.53493	5.25176
3.408	205.48568	5.08712
3.609	191.2081	4.93253
3.809	194.74682	4.98301
4.009	163.53722	4.60504
4.21	146.57336	4.33672
4.408	129.92693	2.98527
4.608	108.80275	2.73011
4.808	84.99503	2.47597
5.008	58.79444	2.12098
5.21	42.5652	1.86177
5.409	31.41756	1.68053
5.609	22.34397	1.62542
5.80808	9.9186	1.10574
6.008	7.23926	1.10368
