-7.191	22.90	1.52
-6.991	56.32	2.54
-6.792	101.62	3.14
-6.592	191.30	3.91
-6.392	321.38	4.86
-6.190	514.57	5.93
-5.990	765.22	7.06
-5.790	1095.79	6.78
-5.592	1461.23	13.29
-5.392	1904.36	15.14
-5.192	2304.42	16.61
-4.992	2749.53	18.04
-4.791	3142.62	19.22
-4.591	3458.13	20.11
-4.391	3642.96	20.77
-4.192	3749.25	20.95
-3.992	3721.45	21.12
-3.792	3699.95	23.45
-3.289	3126.84	21.84
-2.793	2594.28	20.04
-2.289	2130.26	18.35
-1.791	1756.26	16.77
-1.289	1482.95	15.41
-0.792	1254.59	14.62
-0.289	1020.36	13.15
0.209	851.95	12.27
0.711	737.43	11.46
1.210	613.30	10.68

