-5.992	174.48	4.76
-5.792	255.30	2.37
-5.591	341.67	6.47
-5.392	438.80	7.32
-5.191	546.59	8.11
-4.992	644.28	8.77
-4.791	726.58	9.26
-4.591	776.17	9.60
-4.392	834.60	9.99
-4.191	855.26	10.13
-3.992	838.95	10.00
-3.791	812.65	9.94
-3.591	791.10	9.85
-3.392	748.94	9.59
-3.191	703.69	9.29
-2.991	655.93	9.10
-2.792	632.11	8.84
-2.289	529.35	8.20
-1.792	450.93	7.59
-1.289	392.67	7.21
-0.791	335.01	6.61
-0.289	286.00	6.23
0.208	233.87	5.73
0.711	200.88	5.31
1.209	168.57	4.93
1.410	164.36	4.82
1.609	156.20	4.77
1.809	136.53	3.97
2.009	133.93	4.38
2.208	121.08	4.32
2.409	117.07	4.17
2.610	106.39	3.94
2.809	103.52	3.86
3.008	96.45	3.74
3.208	87.66	3.63
3.409	87.16	3.67
3.609	70.12	3.21
3.809	65.58	3.12
4.009	64.02	3.18
4.209	52.64	2.56
4.409	42.17	2.69
4.608	38.17	2.62
4.809	28.70	2.29
5.009	17.85	1.84
5.210	42.21	3.02
5.409	9.48	1.45
5.610	8.30	1.33

