-5.992	20.80	1.92
-5.792	27.70	0.93
-5.591	48.10	2.68
-5.392	61.47	3.01
-5.191	99.72	3.47
-4.992	98.22	3.60
-4.791	120.78	4.06
-4.591	137.12	4.23
-4.392	148.88	4.40
-4.191	163.65	4.59
-3.992	172.33	4.64
-3.791	171.99	4.70
-3.591	184.70	4.93
-3.392	181.04	4.84
-3.191	181.54	4.90
-2.991	188.90	5.04
-2.792	192.23	5.06
-2.289	186.54	4.98
-1.792	180.85	4.87
-1.289	183.77	4.98
-0.791	190.21	5.09
-0.289	172.07	4.82
0.208	181.24	4.91
0.711	189.33	5.05
1.209	181.16	4.94
1.410	193.60	5.02
1.609	185.11	4.98
1.809	199.84	5.08
2.009	201.18	5.19
2.208	193.84	5.13
2.409	197.03	5.01
2.610	206.70	5.16
2.809	188.94	4.94
3.008	203.75	5.15
3.208	207.08	5.19
3.409	212.06	5.20
3.609	193.25	5.08
3.809	187.90	4.86
4.009	183.53	4.87
4.209	171.57	4.75
4.409	159.29	4.53
4.608	124.56	4.06
4.809	106.97	3.80
5.009	85.82	3.44
5.210	62.61	3.06
5.409	45.00	2.61
5.610	36.77	2.47
5.809	23.07	1.98
6.009	14.85	1.73
6.208	9.64	1.77


