# # synthetic data, intensity SS_rad
-3.2	289.447	0.874822
-3.4	674.698	1.36333
-3.6	1234.5	1.73562
-3.8	2069.15	2.47359
-4	2920.16	2.62154
-4.2	3795.12	3.71481
-4.4	4440.06	3.04067
-4.6	5088.81	4.42546
-4.8	5527.08	4.3925
-5	5842.5	4.31062
-5.2	6227.89	4.63217
-5.4	6864.43	4.70352
-5.6	6875.59	4.54286
-5.8	7447.6	5.82722
-6	7797.89	5.26683
-6.2	8216.08	6.04454
-6.4	8683.22	4.31611
-6.6	9058.72	5.17277
-6.8	9402.27	6.35062
-7	9707.4	6.36272
-7.2	10152.4	6.07985
-7.4	9566.56	5.88568
-7.6	8712.04	5.32177
-7.8	7267.73	5.8678
-8	5322.97	3.98001
-8.2	3579.69	3.50719
-8.4	2170.87	2.3633
-8.6	1001.05	1.79663
-8.8	412.047	1.27492
